,image,price,deal,title,shop,location
0,//g-search1.alicdn.com/img/bao/uploaded/i4/i2/3927268889/TB20mxpCeuSBuNjSsplXXbe8pXa_!!3927268889-0-item_pic.jpg_360x360Q90.jpg_.webp,"¥
22.50",102,"稻香村糕点豌豆黄500g散装老北京特色特产糕点心传统
美食
小吃",稻香村中晨专卖店,北京
0,//g-search2.alicdn.com/img/bao/uploaded/i4/i3/183296758/TB2ByYZkEUIL1JjSZFrXXb3xFXa_!!183296758.png_360x360Q90.jpg_.webp,"¥
29.90",209,"永康肉麦饼纯手工金华
美食
永康干菜雪菜麦饼早餐5个装江浙沪包邮",ykajie,浙江 金华
0,//g-search1.alicdn.com/img/bao/uploaded/i4/i1/3319843912/TB2EWLScUD.BuNjt_ioXXcKEFXa_!!3319843912.jpg_360x360Q90.jpg_.webp,"¥
48.00",159,"北京南锣鼓巷栗记麦香坊微博热门
美食
虎皮饽饽仙豆糕6块装多口味",蛋挞妈妈北京美食代购,北京
0,//g-search1.alicdn.com/img/bao/uploaded/i4/i1/770957789/TB2c3ftXsiEJuJjy1XbXXaizFXa_!!770957789.jpg_360x360Q90.jpg_.webp,"¥
50.90",31,"新疆馕饼囊特产零食 传统
美食
大饼油馕手工清真食品正宗烤馕包邮",琴love威,新疆 乌鲁木齐
0,//g-search3.alicdn.com/img/bao/uploaded/i4/i1/1719214398/TB2Wuc_nBjTBKNjSZFuXXb0HFXa_!!1719214398-0-item_pic.jpg_360x360Q90.jpg_.webp,"¥
32.80",1332,"沈大成上海特产龙须酥礼盒传统糕点零食龙须酥糖食品450G网红
美食",沈大成旗舰店,上海
0,//g.alicdn.com/s.gif,"¥
41.80",82,"5斤宫廷桃酥饼干批发传统糕点整箱零食点心散装核桃小吃特产
美食",悠小乐食品,浙江 台州
0,//g.alicdn.com/s.gif,"¥
119.00",377,"老杭邦龙井酥5口味套装 杭州特产特色
美食
杭州茶食龙井茶酥实惠装",老杭邦旗舰店,浙江 杭州
0,//g.alicdn.com/s.gif,"¥
12.80",1363,"浏乡炒米泰国风味炒米1000g多口味湖南休闲零食大礼包批发
美食",百年卡伦食品专营店,湖南 长沙
0,//g.alicdn.com/s.gif,"¥
31.80",5380,"荣欣堂太谷饼2100g整箱山西特产
美食
零食点心糕点小吃",荣欣堂旗舰店供应商,山西 晋中
0,//g.alicdn.com/s.gif,"¥
30.50",95,"北方无糖零食曲阳缸炉烧饼特产正宗河北
美食
小吃芝麻饼传统纯手工",付太安,河北 保定
0,//g.alicdn.com/s.gif,"¥
21.80",458,"浙江传统糕点黄金糕零食早餐港式广式港式风味糕点下午茶
美食
小吃",xiaotian662425,浙江 台州
0,//g.alicdn.com/s.gif,"¥
159.00",53,"台湾直发代购获奖圣保罗Q饼7入内馅蛋黄酥零
美食
品特产正宗年货",awjblk88,台湾 台中
0,//g.alicdn.com/s.gif,"¥
149.00",553,"三禾北京稻香村 北京老字号 饼饼有礼
美食
糕点特色礼盒送礼佳选",北京稻香村旗舰店,北京
0,//g.alicdn.com/s.gif,"¥
99.00",155,"素直 绿豆糕糕点礼盒混合口味正宗传统茶点
美食
送礼点心礼盒",追云1987,浙江 金华
0,//g.alicdn.com/s.gif,"¥
34.80",210,"山楂锅盔稻香村北京特产
美食
正宗零食下午茶点心小吃中华老字号",稻香村语桐专卖店,北京
0,//g.alicdn.com/s.gif,"¥
36.80",473,"滇园20枚玫瑰鲜花饼 云南特产昆明现烤玫瑰花饼 丽江
美食
零食小吃",滇园食品旗舰店,云南 昆明
0,//g.alicdn.com/s.gif,"¥
45.00",107,"三味酥屋旗舰店芋头Q心酥 Q弹麻糬 厦门特产糕点伴手礼
美食
下午茶",三味酥屋旗舰店,福建 厦门
0,//g.alicdn.com/s.gif,"¥
49.00",324,"陕西特产大礼包地方特色
美食
零食糕点西安小吃龙须酥水晶饼礼盒装",秦品轩食品旗舰店,陕西 西安
0,//g.alicdn.com/s.gif,"¥
28.90",94,"御食园传统茯苓饼480g老北京特产北京糕点心茯苓夹饼
美食
小吃零食",御食园北京专卖店,北京
0,//g.alicdn.com/s.gif,"¥
48.00",86,"手工麻饼充饥小零食大畈芝麻饼点心糕点湖北通山特产网红小吃
美食",湖北楚极鲜,湖北 咸宁
0,//g.alicdn.com/s.gif,"¥
24.90",224,"金顺昌桂花糕桂林特产广西旅游伴手礼地方特产
美食
小吃口感好190g",广通食品专营店,广西 桂林
0,//g-search2.alicdn.com/img/bao/uploaded/i4/i2/1791258654/TB1mZKmnoOWBKNjSZKzXXXfWFXa_!!0-item_pic.jpg_360x360Q90.jpg_.webp,"¥
38.80",803,"友臣肉松饼2.5斤装整箱闽台美味早餐面包糕点
美食
小吃点心零食品",食尚物语食品专营店,河南 焦作
0,//g-search1.alicdn.com/img/bao/uploaded/i4/i1/673810035/O1CN011C84JCTgfjoNKat_!!673810035.jpg_360x360Q90.jpg_.webp,"¥
15.50",541,"潮州小吃广东潮汕
美食
特产酥饺酥角花生芝麻酥 传统特色糕点零食",小吃潮,广东 汕头
0,//g-search2.alicdn.com/img/bao/uploaded/i4/i4/3972926482/TB2SM_emFooBKNjSZPhXXc2CXXa_!!3972926482.jpg_360x360Q90.jpg_.webp,"¥
29.80",44,"果蔬卡通包子奶黄巧虎KT猫宝宝儿童早餐面点心学生麦大大馒头
美食",麦大大美食,浙江 温州
0,//g-search2.alicdn.com/img/bao/uploaded/i4/i3/2891702599/TB2uNv2m0knBKNjSZKPXXX6OFXa_!!2891702599-0-item_pic.jpg_360x360Q90.jpg_.webp,"¥
158.00",59,"老杭邦礼盒【灯火阑珊】杭州特产糕点
美食
年货礼盒装特色零食礼品",老杭邦旗舰店,浙江 杭州
0,//g-search1.alicdn.com/img/bao/uploaded/i4/i1/474446524/TB1qhO5dz3z9KJjy0FmXXXiwXXa_!!0-item_pic.jpg_360x360Q90.jpg_.webp,"¥
120.00",207,"元祖蛋黄酥咸鸭蛋糕点伴手礼礼盒15入/盒 传统
美食
零食",元祖食品官方旗舰店,上海
0,//g-search3.alicdn.com/img/bao/uploaded/i4/i4/2049177809/TB2lv4sCaSWBuNjSsrbXXa0mVXa_!!2049177809.jpg_360x360Q90.jpg_.webp,"¥
19.28",3050,"黄山烧饼60个梅干菜扣肉酥饼糕点心零食休闲小吃正宗安徽
美食
特产",黄山立胜食品,安徽 黄山
0,//g-search3.alicdn.com/img/bao/uploaded/i4/i1/2038542326/TB2zXoynYZnBKNjSZFhXXc.oXXa_!!2038542326-0-item_pic.jpg_360x360Q90.jpg_.webp,"¥
26.80",7636,"爱乡亲肉松饼1000g面包早餐整箱营养小蛋糕特产网红零食
美食
小吃",爱乡亲食品旗舰店,福建 泉州
0,//g-search1.alicdn.com/img/bao/uploaded/i4/i2/190903296/TB1U2DXXdVIxuRjHxmnXXc6dpXa_!!0-item_pic.jpg_360x360Q90.jpg_.webp,"¥
49.90",557,"五芳斋绿豆糕2盒装高点心休闲零食
美食
小吃特产绿豆饼冰糕好吃的",五芳斋官方旗舰店,浙江 嘉兴
0,//g-search1.alicdn.com/img/bao/uploaded/i4/i3/475325704/TB2CHf0Xc4IxuRkSS3AXXXGwXXa_!!475325704-0-item_pic.jpg_360x360Q90.jpg_.webp,"¥
21.90",1595,"知味观绿豆糕 休闲
美食
正宗传统糕点点心芝士零食杭州特产绿豆饼",知味观官方旗舰店,浙江 杭州
0,//g-search2.alicdn.com/img/bao/uploaded/i4/i1/3058829785/TB2Kuqfcfal9eJjSZFzXXaITVXa_!!3058829785.jpg_360x360Q90.jpg_.webp,"¥
26.80",497,"黄金糕传统糕点小吃零食 早餐港式广式港式糕点特色
美食
4包下午茶",奶奶家食品,浙江 宁波
0,//g-search1.alicdn.com/img/bao/uploaded/i4/i3/3522408491/TB2gli5EqSWBuNjSsrbXXa0mVXa_!!3522408491-0-item_pic.jpg_360x360Q90.jpg_.webp,"¥
26.80",6086,"千丝绿豆饼干整箱早餐面包网红零食品成人款小吃蛋糕点心休闲
美食",千味源食品专营店,福建 泉州
0,//g-search3.alicdn.com/img/bao/uploaded/i4/i3/813226714/TB2y1KIXP2C11BjSszgXXaKlpXa_!!813226714.jpg_360x360Q90.jpg_.webp,"¥
31.80",81,"陕西西安土特产唐十三朝红枣软糕285g*4袋传统糕点零食
美食
包邮",瘪鞲胤龌,陕西 西安
0,//g-search1.alicdn.com/img/bao/uploaded/i4/imgextra/i2/111976228/TB2lBDMIb1YBuNjSszeXXablFXa_!!0-saturn_solar.jpg_360x360Q90.jpg_.webp,"¥
17.80",2,四川特产小盐哥自贡风味小吃香辣鸭胗鸭肫麻辣包装小零食休闲食品,小盐哥特色川菜,四川 自贡
0,//g-search1.alicdn.com/img/bao/uploaded/i4/imgextra/i2/96357640/TB2fb_Lm_mWBKNjSZFBXXXxUFXa_!!0-saturn_solar.jpg_360x360Q90.jpg_.webp,"¥
49.00",72,"香冠鲜花饼云南特产
美食
玫瑰鲜花饼1500g中式糕点零食送礼大包装",香冠食品旗舰店,云南 昆明
0,//g-search1.alicdn.com/img/bao/uploaded/i4/imgextra/i2/112600849/TB2kOwcs9tYBeNjSspaXXaOOFXa_!!0-saturn_solar.jpg_360x360Q90.jpg_.webp,"¥
43.90",50,四洲板栗仁熟制栗子仁板栗仁坚果零食休闲食品即食甘栗仁 100g*5,四洲零食,广东 广州
0,//g-search3.alicdn.com/img/bao/uploaded/i4/i4/362557714/TB2meA9csnI8KJjSsziXXb8QpXa_!!362557714.jpg_360x360Q90.jpg_.webp,"¥
31.00",56,"苏州黄天源糕团【组合装糕点】糕点
美食
特产 一份为四块糕",苏雨英182381,江苏 苏州
0,//g-search1.alicdn.com/img/bao/uploaded/i4/i3/828000389/TB2gKp3bWmWQ1JjSZPhXXXCJFXa_!!828000389.jpg_360x360Q90.jpg_.webp,"¥
26.00",214,"南京人气
美食
鼎旺 紫薯Q仔 大福麻薯糯米糍魔奇 早餐零食小吃",沧澜流转,江苏 南京
0,//g-search2.alicdn.com/img/bao/uploaded/i4/i2/828000389/TB2ntpsdAqvpuFjSZFhXXaOgXXa_!!828000389.jpg_360x360Q90.jpg_.webp,"¥
23.00",242,"南京人气
美食
酵墅 黑芝麻餐包 网红欧包 全麦面包 南京
美食",沧澜流转,江苏 南京
0,//g-search3.alicdn.com/img/bao/uploaded/i4/i4/847621211/TB2vqdZndqUQKJjSZFIXXcOkFXa_!!847621211.jpg_360x360Q90.jpg_.webp,"¥
89.00",9,"毛华玉兰饼 无锡传统特产小吃
美食
鲜肉30只 顺丰冰鲜包装 加冰袋",无锡精致美食,江苏 无锡
0,//g-search3.alicdn.com/img/bao/uploaded/i4/i2/2084007988/TB183gBicLJ8KJjy0FnXXcFDpXa_!!0-item_pic.jpg_360x360Q90.jpg_.webp,"¥
28.90",64,"友臣肉松饼1000g正宗早餐休闲食品小吃零食糕点
美食
点心特产批发",好口福食品专营店,四川 成都
0,//g-search2.alicdn.com/img/bao/uploaded/i4/i4/TB16m8DPpXXXXa1aXXXXXXXXXXX_!!0-item_pic.jpg_360x360Q90.jpg_.webp,"¥
24.80",75,"【山西特产】喜蓉太谷饼 红枣味传统糕点
美食
早餐零食5斤整箱包邮",杨柳星0356,山西 晋城
0,//g-search3.alicdn.com/img/bao/uploaded/i4/i2/3458139345/TB2SaNvHHSYBuNjSspfXXcZCpXa_!!3458139345.jpg_360x360Q90.jpg_.webp,"¥
22.80",824,"梅菜梅干菜扣肉饼缙云烧饼手工薄饼好吃的黄山
美食
小零食网红小吃",广汇美食,安徽 黄山
0,//g-search2.alicdn.com/img/bao/uploaded/i4/i2/2077316270/TB2AD7vg29TBuNjy0FcXXbeiFXa_!!2077316270.jpg_360x360Q90.jpg_.webp,"¥
68.00",320,"杭州特产知味观绿豆冰糕糕点 点心绿豆糕
美食
零食送礼四盒装760g",杭州知味观,浙江 杭州
0,//g-search2.alicdn.com/img/bao/uploaded/i4/i4/1687246706/TB20k8.jHFkpuFjy1XcXXclapXa_!!1687246706.jpg_360x360Q90.jpg_.webp,"¥
39.80",130,"澳门特产钜记饼家 长蛋卷 澳门传统
美食
蛋卷糕点进口手工手信送礼",qq83393468,澳门 澳门半岛
0,//g-search1.alicdn.com/img/bao/uploaded/i4/i1/2090145010/TB2qwiVAOCYBuNkHFCcXXcHtVXa_!!2090145010-0-item_pic.jpg_360x360Q90.jpg_.webp,"¥
63.80",504,"上海特产礼盒1200g 粮典 中秋
美食
糕点心老人六样零食小吃品包邮",易牙狄牙食品专营店,上海
0,//g-search2.alicdn.com/img/bao/uploaded/i4/i4/3935493101/TB2QcOyteOSBuNjy0FdXXbDnVXa_!!3935493101-0-item_pic.jpg_360x360Q90.jpg_.webp,"¥
19.80",73,"蜜麻花500g领格零食品老北京特产
美食
小吃传统散装手工休闲糕点心",领格旗舰店,北京
0,//g-search1.alicdn.com/img/bao/uploaded/i4/i3/135845081/TB2nft0qFXXXXb5XXXXXXXXXXXX_!!135845081.jpg_360x360Q90.jpg_.webp,"¥
189.00",46,"台湾直发特产丰丹幸福q饼9颗糕点心蛋黄酥零
美食
品中秋礼盒麻薯",awjblk88,台湾 台中
0,//g-search2.alicdn.com/img/bao/uploaded/i4/i3/3319819635/TB2adBZXhtnkeRjSZSgXXXAuXXa_!!3319819635.jpg_360x360Q90.jpg_.webp,"¥
35.80",100,"中冠_绿豆糕买1送1传统手工正宗糕点早点散装四川成都
美食
特产",成都极味道,四川 成都
0,//g.alicdn.com/s.gif,"¥
26.80",269,"脍记4个军屯锅魁锅盔成都手工
美食
小吃 馍油饼千层酥猪肉馅肉夹馍",浅食记,四川 成都
0,//g.alicdn.com/s.gif,"¥
18.90",1334,"成都特产即食凉糕四川网红
美食
好吃的糯米小吃零食休闲食品成人款",锦城记旗舰店,四川 成都
0,//g.alicdn.com/s.gif,"¥
71.00",330,"国爱堂茯苓糕茯苓饼茯苓夹饼北京特产传统零食小吃
美食
云片糕点心",国爱堂旗舰店,山东 济南
0,//g.alicdn.com/s.gif,"¥
18.90",325,"正宗黄山烧饼60个安徽特产梅干菜扣肉酥饼办公室休闲零食小吃
美食",祝鹏远11,安徽 黄山
0,//g.alicdn.com/s.gif,"¥
39.90",93,"诱见雪花酥饼干手工糕点抹茶味零食礼盒网红抖音同款一箱
美食
礼物",达令女王食品专营店,上海
0,//g.alicdn.com/s.gif,"¥
21.90",24,"沈大成绿豆糕
美食
手工绿豆酥传统糕点点心零食 上海特产绿豆饼",悠闲时刻食品专营店,上海
0,//g.alicdn.com/s.gif,"¥
95.00",112,"正宗四川特产成都小吃零食礼盒麻辣味大礼包散装
美食
休闲食品一箱",听竹食品专营店,四川 成都
0,//g.alicdn.com/s.gif,"¥
29.90",300,"买2送1胡先生鲜花饼云南特产玫瑰花饼正宗糕点早餐零食
美食
单盒装",mrhu旗舰店,云南 昆明
0,//g.alicdn.com/s.gif,"¥
119.00",73,"广西金顺昌桂林特产伴手礼 桂花糕休闲食品零食儿时舌尖
美食
礼盒",金顺昌旗舰店,广西 桂林
0,//g.alicdn.com/s.gif,"¥
59.90",422,"江苏南京特产金陵
美食
夫子庙小吃零食 6盒大礼包礼盒 送礼品袋",洁若食品专营店,江苏 南京
0,//g.alicdn.com/s.gif,"¥
35.00",350,"5个混装红糖红枣糕糯米发糕黑米传统糕点心特产早餐休闲
美食
小吃",花样年华tl,浙江 丽水
0,//g.alicdn.com/s.gif,"¥
53.80",146,"澳门特产钜记饼家 陈皮饼 澳门手信首创
美食
古法制造糕点零食送礼",qq83393468,澳门 澳门半岛
0,//g.alicdn.com/s.gif,"¥
23.80",253,"日光岩椰子饼1010g整箱网红零食 厦门鼓浪屿特产椰蓉馅饼小吃
美食",不惦记,福建 厦门
0,//g.alicdn.com/s.gif,"¥
27.80",868,"心特软蛋黄酥
美食
网红小吃糕点手工传统海鸭蛋黄酥饼休闲零食点心",心特软食品旗舰店,陕西 咸阳
0,//g.alicdn.com/s.gif,"¥
28.90",7313,"德辉酥饼梅干菜扣肉金华网红小零食小吃浙江特产
美食
黄山烧饼",德辉酥饼1925,浙江 衢州
0,//g.alicdn.com/s.gif,"¥
32.90",95,"稻香村凤梨酥小吃零食休闲食品成人款女生
美食
儿童款零售小零食",稻香村语桐专卖店,北京
0,//g-search1.alicdn.com/img/bao/uploaded/i4/i4/2891702599/TB22VeadUD.BuNjt_ioXXcKEFXa_!!2891702599-0-item_pic.jpg_360x360Q90.jpg_.webp,"¥
189.00",60,"老杭邦酥饼5口味套装 杭州特产
美食
手工制作糕点点心吃货零食小吃",老杭邦旗舰店,浙江 杭州
0,//g-search3.alicdn.com/img/bao/uploaded/i4/i1/135845081/TB2DAc9tMFkpuFjSspnXXb4qFXa_!!135845081.jpg_360x360Q90.jpg_.webp,"¥
159.00",120,"台湾发顺丰佳德凤梨凰酥12入糕点零
美食
特产中秋节货礼盒蛋黄小吃",awjblk88,台湾 台中
0,//g-search2.alicdn.com/img/bao/uploaded/i4/i4/3512024727/TB2b9.VwfiSBuNkSnhJXXbDcpXa_!!3512024727-0-item_pic.jpg_360x360Q90.jpg_.webp,"¥
29.80",94,"零趣.千丝蛋黄肉松饼整箱 早餐面包网红零食品酥饼干蛋糕点心
美食",零趣食品旗舰店,福建 泉州
0,//g-search1.alicdn.com/img/bao/uploaded/i4/i3/869079479/TB263.VnZUrBKNjSZPxXXX00pXa_!!869079479.jpg_360x360Q90.jpg_.webp,"¥
129.00",44,"台湾特产进口土凤梨酥微热山丘微熟山丘正宗特产
美食
10零食盒装",tb1914955_00,上海
0,//g-search3.alicdn.com/img/bao/uploaded/i4/i3/660060461/TB2_xP0xL1TBuNjy0FjXXajyXXa_!!660060461.jpeg_360x360Q90.jpg_.webp,"¥
35.00",195,"包邮6粒装低糖蛋黄酥酥饼麻薯肉松传统糕点零食特产点心
美食
小吃",suxing3052,广东 深圳
0,//g-search3.alicdn.com/img/bao/uploaded/i4/i2/2780349775/TB2dX_usVGWBuNjy0FbXXb4sXXa_!!2780349775-0-item_pic.jpg_360x360Q90.jpg_.webp,"¥
19.60",592,"安徽特产正宗黄山烧饼60个梅干菜扣肉饼手工
美食
小吃零食糕点",徽味和旗舰店,安徽 黄山
0,//g-search3.alicdn.com/img/bao/uploaded/i4/i3/1752542707/TB1S4tkbNWYBuNjy1zkXXXGGpXa_!!0-item_pic.jpg_360x360Q90.jpg_.webp,"¥
34.60",1013,"友臣肉松饼5斤整箱包邮 福建特产早餐
美食
肉松棒糕点小吃零食品",猫趣食品专营店,广东 广州
0,//g-search3.alicdn.com/img/bao/uploaded/i4/i2/2081058060/TB1.7Cnm5AnBKNjSZFvXXaTKXXa_!!0-item_pic.jpg_360x360Q90.jpg_.webp,"¥
29.90",284,"荣欣堂草子糕鲜鸡蛋糕1500g整箱山西特产早餐零食
美食
品面包糕点",荣欣堂旗舰店,山西 晋中
0,//g-search3.alicdn.com/img/bao/uploaded/i4/i3/693104145/TB2it88rxlmpuFjSZPfXXc9iXXa_!!693104145.jpg_360x360Q90.jpg_.webp,"¥
35.89",231,"天天特价皮牙子孜然味烤馕5个新疆手工清真
美食
烧饼养胃烤囊饼子",yuxiaoqian6,新疆 乌鲁木齐
0,//g-search2.alicdn.com/img/bao/uploaded/i4/i2/2830512086/TB2H8aLr9tYBeNjSspaXXaOOFXa_!!2830512086.jpg_360x360Q90.jpg_.webp,"¥
29.90",898,"德辉梅干菜扣肉金华酥饼网红小零食小吃浙江特产
美食
黄山烧饼",德辉酥饼1925,浙江 衢州
0,//g-search2.alicdn.com/img/bao/uploaded/i4/i1/3515268654/TB28OePv3KTBuNkSne1XXaJoXXa_!!3515268654.png_360x360Q90.jpg_.webp,"¥
26.80",211,"黄山烧饼梅干菜扣肉薄脆饼安徽正宗手工烤饼各地
美食
网红零食小吃",徽山贡,安徽 黄山
0,//g-search3.alicdn.com/img/bao/uploaded/i4/i1/TB1sqomPFXXXXbYXpXXXXXXXXXX_!!0-item_pic.jpg_360x360Q90.jpg_.webp,"¥
38.00",42,"500克 潮汕
美食
水晶虾饺皇 纯手工广式茶点 约15个 港式虾饺",琉璃执着,广东 汕头
0,//g-search1.alicdn.com/img/bao/uploaded/i4/imgextra/i2/129016548/TB2Ivx2BviSBuNkSnhJXXbDcpXa_!!0-saturn_solar.jpg_360x360Q90.jpg_.webp,"¥
32.80",1090,美国进口Snyders蛋糕装饰255.2g烘培蝴蝶酥饼干圈pretzel零食食品,昶洋食品专营店,上海
0,//g-search1.alicdn.com/img/bao/uploaded/i4/imgextra/i4/117422000/TB2Y.HZnoOWBKNjSZKzXXXfWFXa_!!0-saturn_solar.jpg_360x360Q90.jpg_.webp,"¥
36.90",1164,Planters美国绅士坚果越南腰果233g原装进口零食蜂蜜腰果罐装,planters绅士旗舰店,广东 中山
0,//g-search1.alicdn.com/img/bao/uploaded/i4/imgextra/i3/51708228/TB2PELGDHuWBuNjSszgXXb8jVXa_!!0-saturn_solar.jpg_360x360Q90.jpg_.webp,"¥
19.80",368,纤宜无糖醇无油添加咖啡蔓越莓脆饼干粗粮健身饱腹代餐低脂零食品,bianbianyu2812,上海
0,//g-search1.alicdn.com/img/bao/uploaded/i4/i2/3972926482/TB1JM9fDDJYBeNjy1zeXXahzVXa_!!0-item_pic.jpg_360x360Q90.jpg_.webp,"¥
38.00",31,"麦大大烧卖儿童早饭早餐
美食
速冻干蒸蛋黄糯米烧麦营养健康点心",麦大大美食,浙江 温州
0,//g-search2.alicdn.com/img/bao/uploaded/i4/i4/2974792718/TB24LxNorYI8KJjy0FaXXbAiVXa_!!2974792718.jpg_360x360Q90.jpg_.webp,"¥
18.80",929,"【买1送1】红糖肚脐饼双炉饼年货
美食
潮汕特产传统糕点拍一发40个",麦吉零食,广东 潮州
0,//g-search2.alicdn.com/img/bao/uploaded/i4/i4/2913195147/TB2Fv9UeQ9WBuNjSspeXXaz5VXa_!!2913195147.jpg_360x360Q90.jpg_.webp,"¥
16.80",394,"千丝肉松饼整箱特产早餐糕点心小吃好吃的网红零食品散装
美食
批发",千丝食品,福建 泉州
0,//g-search1.alicdn.com/img/bao/uploaded/i4/i2/3229836089/TB2bs_RsVmWBuNjSspdXXbugXXa_!!3229836089.jpg_360x360Q90.jpg_.webp,"¥
25.90",312,"安徽黄山特产手工花生酥糖黑芝麻薄花生片花生250g*4袋装怀旧
美食",鑫永芳食品,安徽 黄山
0,//g-search1.alicdn.com/img/bao/uploaded/i4/i3/2830512086/O1CN011RHQdrfwbcRKdLa_!!2830512086.jpg_360x360Q90.jpg_.webp,"¥
29.90",2885,"德辉红糖酥饼梅干菜肉金华网红零食小吃浙江特产
美食
黄山烧饼",德辉酥饼1925,浙江 衢州
0,//g-search3.alicdn.com/img/bao/uploaded/i4/i4/2363417602/TB20r1AvpGWBuNjy0FbXXb4sXXa_!!2363417602-0-item_pic.jpg_360x360Q90.jpg_.webp,"¥
34.90",354,"永祥和闻喜煮饼418g*2 山西特产传统
美食
休闲零食品糕点心包邮",永祥和旗舰店,山西 运城
0,//g-search3.alicdn.com/img/bao/uploaded/i4/i4/1098490366/TB1xVr9iwDD8KJjy0FdXXcjvXXa_!!0-item_pic.jpg_360x360Q90.jpg_.webp,"¥
36.80",73,"胡先生鲜花饼云南特产玫瑰花饼1000g丽江鲜花饼糕点小吃零食
美食",昆明大蓄食品专营店,云南 昆明
0,//g-search3.alicdn.com/img/bao/uploaded/i4/i4/2077316270/TB2deUMgVOWBuNjy0FiXXXFxVXa_!!2077316270.jpg_360x360Q90.jpg_.webp,"¥
36.90",312,"知味观蛋黄酥 手工台湾风味甜食 好吃的
美食
特产吃货零食2口味2盒",杭州知味观,浙江 杭州
0,//g-search1.alicdn.com/img/bao/uploaded/i4/i4/490724010/TB2vy44mDJYBeNjy1zeXXahzVXa_!!490724010.jpg_360x360Q90.jpg_.webp,"¥
20.00",12,"扬州特产
美食
老杨药膳酥 酥糖点心 糕点纯手工 东关街热卖 包邮",tb822108,江苏 扬州
0,//g-search3.alicdn.com/img/bao/uploaded/i4/i2/871334157/TB2Z9x0zf5TBuNjSspmXXaDRVXa_!!871334157.jpg_360x360Q90.jpg_.webp,"¥
26.80",1145,"【古早】红豆饼馅饼 厦门特产零食小吃
美食
台湾风味点心休闲糕点",tb712438_44,福建 漳州
0,//g-search3.alicdn.com/img/bao/uploaded/i4/i1/279348088/TB2Pta1lBTH8KJjy0FiXXcRsXXa_!!279348088.jpg_360x360Q90.jpg_.webp,"¥
35.00",301,"发糕5个装红糖糯米糕黑米发糕红枣糕南瓜糕
美食
传统糕点",yxx7688621,浙江 丽水
0,//g-search3.alicdn.com/img/bao/uploaded/i4/i4/385174287/T2f50WXudaXXXXXXXX_!!385174287.jpg_360x360Q90.jpg_.webp,"¥
129.00",31,"台灣奇美凤梨酥12入 台湾凤梨酥进口特产
美食
伴手礼盒 现货包邮",凝雨朵朵,台湾 台北
0,//g-search2.alicdn.com/img/bao/uploaded/i4/i4/2895802402/TB2sVh.e0HO8KJjSZFLXXaTqVXa_!!2895802402.jpg_360x360Q90.jpg_.webp,"¥
64.00",91,"稻香村糕点礼盒点心零食礼盒北京特产大礼包
美食
京八件传统点心礼",稻香村品牌店,北京
0,//g.alicdn.com/s.gif,"¥
24.80",2289,"辉煌龙须酥 四川特产
美食
成都特色小吃早餐零食糕点好吃的龙须糖",辉煌食品旗舰店,四川 成都
0,//g.alicdn.com/s.gif,"¥
48.00",87,"陕拾叁秦酥+试吃装组合 陕西安
美食
回民街特产清真糕点 包邮套餐",陕拾叁旗舰店,陕西 西安
0,//g.alicdn.com/s.gif,"¥
19.90",743,"北京特产御食园豌豆黄豌豆糕470g糕点心传统
美食
小吃零食特产",御食园北京专卖店,北京
0,//g.alicdn.com/s.gif,"¥
79.60",217,"友臣肉松饼办公室零食特产早餐整箱小吃糕点1250g*2箱
美食",友臣旗舰店,福建 泉州
0,//g.alicdn.com/s.gif,"¥
15.90",519,"芝麻官中秋糕点散装多口味老式传统芝麻饼四川特产舌尖
美食
520g",芝麻官旗舰店,重庆
0,//g.alicdn.com/s.gif,"¥
35.00",102,"正宗越南进口
美食
越婆婆榴莲饼榴梿肉多1800克 6袋特价",桂之味2171130364,广西 南宁
0,//g.alicdn.com/s.gif,"¥
42.80",2519,"轩妈家蛋黄酥芝士冰沙味55g*6枚 雪媚娘夹心馅
美食
糕点早餐零食",轩妈食品旗舰店,广西 南宁
0,//g.alicdn.com/s.gif,"¥
45.00",102,"【三味酥屋旗舰店_红豆奶酪酥饼】鼓浪屿特产
美食
好吃的休闲食",三味酥屋旗舰店,福建 厦门
0,//g.alicdn.com/s.gif,"¥
159.00",32,"广西桂林桂花糕
美食
特产舌尖小零食花生糖花生酥零食大礼包2172g",金顺昌旗舰店,广西 桂林
0,//g.alicdn.com/s.gif,"¥
29.90",464,"蛋黄酥紫薯味50g*20枚装海鸭蛋手工传统糕点网红小吃
美食
早餐零食",口福enjoy,福建 漳州
0,//g.alicdn.com/s.gif,"¥
38.00",86,"ins网红零食手工好吃的孕妇低脂散装小食品抹茶雪花酥
美食
小吃",a君真的好爱你,广东 佛山
0,//g.alicdn.com/s.gif,"¥
108.00",27,"6个顺丰包邮嵌糕夹糕浙江温岭特产
美食
元家屯一份夹糕6种味道起",zx域衅,浙江 台州
0,//g.alicdn.com/s.gif,"¥
138.00",29,"四川火锅店小吃 何老幺红糖脆皮糍粑整箱20袋 糯米
美食
手工糕点",张梅19850804,四川 成都
0,//g.alicdn.com/s.gif,"¥
17.80",1068,"浙江特产金华酥饼零食小吃
美食
休闲食品糕点梅干菜扣肉饼黄山烧饼",西倍食品专营店,浙江 金华
0,//g.alicdn.com/s.gif,"¥
34.90",90,"德辉酥饼600g金华梅干菜肉小酥饼一口酥黄山烧饼
美食
浙江特产糕点",德辉浙江专卖店,浙江 衢州
